question_id,corpus_id,relevance_grade,relevance_label,citation_source_file,citation_display_title,citation_company,citation_sector,citation_report_year,citation_page_start,citation_page_end,citation_chunk_id,citation_section_title
ragas_esg_02_01,IB_Sustainability_Report.pdf::chunk-0054,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,5,6,chunk-0054,
ragas_esg_02_01,Siemens_ESG.pdf::chunk-0726,0,hard_negative,Siemens_ESG.pdf,Siemens' ESG Report,Siemens,industrial_technology,,1,2,chunk-0726,
ragas_esg_03_01,2024_thematic_report_24be3308.pdf::chunk-13166,3,direct_answer,2024_thematic_report_24be3308.pdf,Thematic 24be3308's 2024 Report,Danone,food_beverage,2024,1,1,chunk-13166,
ragas_esg_03_01,2024_thematic_report_24be3308.pdf::chunk-13167,1,adjacent_section_context,2024_thematic_report_24be3308.pdf,Thematic 24be3308's 2024 Report,Danone,food_beverage,2024,1,1,chunk-13167,S Y S T E M O F P A R T N E R S T H R I V I N G P E O P L E
ragas_esg_03_01,2023_integrated_report_c47ec973.pdf::chunk-11678,0,hard_negative,2023_integrated_report_c47ec973.pdf,C47ec973's 2023 Integrated Report,Danone,food_beverage,2023,1,3,chunk-11678,1 2 APRIL 2024 ANNUAL INTEGRATED REPORT Danone’s sustainability performance 2023
ragas_esg_03_01,2023_integrated_report_c47ec973.pdf::chunk-11679,0,hard_negative,2023_integrated_report_c47ec973.pdf,C47ec973's 2023 Integrated Report,Danone,food_beverage,2023,3,4,chunk-11679,
ragas_esg_03_01,2025_integrated_report_c3cd8894.pdf::chunk-13237,0,hard_negative,2025_integrated_report_c3cd8894.pdf,C3cd8894's 2025 Integrated Report,Danone,food_beverage,2025,1,2,chunk-13237,2025 Danone’s performance and impact ANNUAL INTEGRATED REPORT APRIL 2026
ragas_esg_03_01,2025_integrated_report_c3cd8894.pdf::chunk-13238,0,hard_negative,2025_integrated_report_c3cd8894.pdf,C3cd8894's 2025 Integrated Report,Danone,food_beverage,2025,2,3,chunk-13238,
ragas_esg_03_01,2025_urd_99c343a1.pdf::chunk-13970,0,hard_negative,2025_urd_99c343a1.pdf,URD 99c343a1's 2025 Report,Danone,food_beverage,2025,1,2,chunk-13970,UNIVERSAL REGISTRATION DOCUMENT ANNUAL FINANCIAL REPORT 2024
ragas_esg_04_01,2023_framework_disclosure_a1d018fd.pdf::chunk-24302,3,direct_answer,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,1,1,chunk-24302,
ragas_esg_04_01,2023_framework_disclosure_a1d018fd.pdf::chunk-24301,1,adjacent_section_context,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,1,1,chunk-24301,
ragas_esg_04_01,2021_integrated_report_1efcc316.pdf::chunk-24161,0,hard_negative,2021_integrated_report_1efcc316.pdf,1efcc316's 2021 Integrated Report,ENGIE,utilities_energy,2021,1,3,chunk-24161,2021 Integrated Report * J’agis avec ENGIE.
ragas_esg_04_01,2021_integrated_report_1efcc316.pdf::chunk-24162,0,hard_negative,2021_integrated_report_1efcc316.pdf,1efcc316's 2021 Integrated Report,ENGIE,utilities_energy,2021,3,4,chunk-24162,
ragas_esg_04_01,2023_framework_disclosure_a1d018fd.pdf::chunk-24304,0,hard_negative,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,2,2,chunk-24304,
ragas_esg_04_01,2023_framework_disclosure_a1d018fd.pdf::chunk-24305,0,hard_negative,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,2,3,chunk-24305,
ragas_esg_04_01,2025_sustainability_report_0478ad88.pdf::chunk-24546,0,hard_negative,2025_sustainability_report_0478ad88.pdf,0478ad88's 2025 Sustainability Report,ENGIE,utilities_energy,2025,1,5,chunk-24546,2024 ESG AT ENGIE 1 ESG at ENGIE 2024
ragas_esg_04_02,2023_framework_disclosure_a1d018fd.pdf::chunk-24303,3,direct_answer,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,1,2,chunk-24303,
ragas_esg_04_02,2023_framework_disclosure_a1d018fd.pdf::chunk-24302,1,adjacent_section_context,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,1,1,chunk-24302,
ragas_esg_04_02,2021_integrated_report_1efcc316.pdf::chunk-24161,0,hard_negative,2021_integrated_report_1efcc316.pdf,1efcc316's 2021 Integrated Report,ENGIE,utilities_energy,2021,1,3,chunk-24161,2021 Integrated Report * J’agis avec ENGIE.
ragas_esg_04_02,2021_integrated_report_1efcc316.pdf::chunk-24162,0,hard_negative,2021_integrated_report_1efcc316.pdf,1efcc316's 2021 Integrated Report,ENGIE,utilities_energy,2021,3,4,chunk-24162,
ragas_esg_04_02,2023_framework_disclosure_a1d018fd.pdf::chunk-24305,0,hard_negative,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,2,3,chunk-24305,
ragas_esg_04_02,2025_sustainability_report_0478ad88.pdf::chunk-24546,0,hard_negative,2025_sustainability_report_0478ad88.pdf,0478ad88's 2025 Sustainability Report,ENGIE,utilities_energy,2025,1,5,chunk-24546,2024 ESG AT ENGIE 1 ESG at ENGIE 2024
ragas_esg_04_02,2025_sustainability_report_0478ad88.pdf::chunk-24547,0,hard_negative,2025_sustainability_report_0478ad88.pdf,0478ad88's 2025 Sustainability Report,ENGIE,utilities_energy,2025,5,6,chunk-24547,
ragas_esg_04_03,2023_framework_disclosure_a1d018fd.pdf::chunk-24301,3,direct_answer,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,1,1,chunk-24301,
ragas_esg_04_03,2023_framework_disclosure_a1d018fd.pdf::chunk-24302,1,adjacent_section_context,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,1,1,chunk-24302,
ragas_esg_04_03,2021_integrated_report_1efcc316.pdf::chunk-24161,0,hard_negative,2021_integrated_report_1efcc316.pdf,1efcc316's 2021 Integrated Report,ENGIE,utilities_energy,2021,1,3,chunk-24161,2021 Integrated Report * J’agis avec ENGIE.
ragas_esg_04_03,2021_integrated_report_1efcc316.pdf::chunk-24162,0,hard_negative,2021_integrated_report_1efcc316.pdf,1efcc316's 2021 Integrated Report,ENGIE,utilities_energy,2021,3,4,chunk-24162,
ragas_esg_04_03,2023_framework_disclosure_a1d018fd.pdf::chunk-24304,0,hard_negative,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,2,2,chunk-24304,
ragas_esg_04_03,2023_framework_disclosure_a1d018fd.pdf::chunk-24305,0,hard_negative,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,2,3,chunk-24305,
ragas_esg_04_03,2025_sustainability_report_0478ad88.pdf::chunk-24546,0,hard_negative,2025_sustainability_report_0478ad88.pdf,0478ad88's 2025 Sustainability Report,ENGIE,utilities_energy,2025,1,5,chunk-24546,2024 ESG AT ENGIE 1 ESG at ENGIE 2024
ragas_esg_04_04,2023_framework_disclosure_a1d018fd.pdf::chunk-24304,3,direct_answer,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,2,2,chunk-24304,
ragas_esg_04_04,2023_framework_disclosure_a1d018fd.pdf::chunk-24303,1,adjacent_section_context,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,1,2,chunk-24303,
ragas_esg_04_04,2021_integrated_report_1efcc316.pdf::chunk-24161,0,hard_negative,2021_integrated_report_1efcc316.pdf,1efcc316's 2021 Integrated Report,ENGIE,utilities_energy,2021,1,3,chunk-24161,2021 Integrated Report * J’agis avec ENGIE.
ragas_esg_04_04,2021_integrated_report_1efcc316.pdf::chunk-24162,0,hard_negative,2021_integrated_report_1efcc316.pdf,1efcc316's 2021 Integrated Report,ENGIE,utilities_energy,2021,3,4,chunk-24162,
ragas_esg_04_04,2023_framework_disclosure_a1d018fd.pdf::chunk-24301,0,hard_negative,2023_framework_disclosure_a1d018fd.pdf,Framework Disclosure A1d018fd's 2023 Report,ENGIE,utilities_energy,2023,1,1,chunk-24301,
ragas_esg_04_04,2025_sustainability_report_0478ad88.pdf::chunk-24546,0,hard_negative,2025_sustainability_report_0478ad88.pdf,0478ad88's 2025 Sustainability Report,ENGIE,utilities_energy,2025,1,5,chunk-24546,2024 ESG AT ENGIE 1 ESG at ENGIE 2024
ragas_esg_04_04,2025_sustainability_report_0478ad88.pdf::chunk-24547,0,hard_negative,2025_sustainability_report_0478ad88.pdf,0478ad88's 2025 Sustainability Report,ENGIE,utilities_energy,2025,5,6,chunk-24547,
ragas_esg_05_01,undated_framework_disclosure_f9072c40.pdf::chunk-24095,3,direct_answer,undated_framework_disclosure_f9072c40.pdf,Undated Framework Disclosure F9072c40's Report,Enel,utilities_power,,3,4,chunk-24095,
ragas_esg_05_01,undated_framework_disclosure_f9072c40.pdf::chunk-24094,1,adjacent_section_context,undated_framework_disclosure_f9072c40.pdf,Undated Framework Disclosure F9072c40's Report,Enel,utilities_power,,1,3,chunk-24094,ADDITIONAL ESG KEY PERFORMANCE INDICATORS
ragas_esg_05_01,2011_sustainability_report_73deaa4c.pdf::chunk-16601,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,1,7,chunk-16601,C E R T I F I E D B Y T H E C R F I N S T I T U T E
ragas_esg_05_01,2011_sustainability_report_73deaa4c.pdf::chunk-16602,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,6,9,chunk-16602,3.5.1 Listening and discussing 122
ragas_esg_05_01,2019_framework_disclosure_c403a763.pdf::chunk-19206,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,1,4,chunk-19206,WE EMPOWER SUSTAINABLE PROGRESS. OPEN POWER FOR A BRIGHTER FUTURE. GREEN BOND REPORT 2019
ragas_esg_05_01,2019_framework_disclosure_c403a763.pdf::chunk-19207,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,4,5,chunk-19207,
ragas_esg_05_01,2023_sustainability_report_0915a868.pdf::chunk-21859,0,hard_negative,2023_sustainability_report_0915a868.pdf,0915a868's 2023 Sustainability Report,Enel,utilities_power,2023,1,1,chunk-21859,"1 Half-year sustainability disclosures at June 30, 2023"
ragas_esg_05_02,undated_framework_disclosure_f9072c40.pdf::chunk-24094,3,direct_answer,undated_framework_disclosure_f9072c40.pdf,Undated Framework Disclosure F9072c40's Report,Enel,utilities_power,,1,3,chunk-24094,ADDITIONAL ESG KEY PERFORMANCE INDICATORS
ragas_esg_05_02,undated_framework_disclosure_f9072c40.pdf::chunk-24095,1,adjacent_section_context,undated_framework_disclosure_f9072c40.pdf,Undated Framework Disclosure F9072c40's Report,Enel,utilities_power,,3,4,chunk-24095,
ragas_esg_05_02,2011_sustainability_report_73deaa4c.pdf::chunk-16601,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,1,7,chunk-16601,C E R T I F I E D B Y T H E C R F I N S T I T U T E
ragas_esg_05_02,2011_sustainability_report_73deaa4c.pdf::chunk-16602,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,6,9,chunk-16602,3.5.1 Listening and discussing 122
ragas_esg_05_02,2019_framework_disclosure_c403a763.pdf::chunk-19206,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,1,4,chunk-19206,WE EMPOWER SUSTAINABLE PROGRESS. OPEN POWER FOR A BRIGHTER FUTURE. GREEN BOND REPORT 2019
ragas_esg_05_02,2019_framework_disclosure_c403a763.pdf::chunk-19207,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,4,5,chunk-19207,
ragas_esg_05_02,2023_sustainability_report_0915a868.pdf::chunk-21859,0,hard_negative,2023_sustainability_report_0915a868.pdf,0915a868's 2023 Sustainability Report,Enel,utilities_power,2023,1,1,chunk-21859,"1 Half-year sustainability disclosures at June 30, 2023"
ragas_esg_06_01,18261.ar.en.2024.pdf::chunk-5106,3,direct_answer,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,25,33,chunk-5106,
ragas_esg_06_01,18261.ar.en.2024.pdf::chunk-5105,1,adjacent_section_context,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,15,26,chunk-5105,
ragas_esg_06_01,18261.ar.en.2024.pdf::chunk-5098,0,hard_negative,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,1,4,chunk-5098,ACTIVITY REPORT 2024
ragas_esg_06_01,18261.ar.en.2024.pdf::chunk-5099,0,hard_negative,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,4,5,chunk-5099,
ragas_esg_06_01,IB_Sustainability_Report.pdf::chunk-0053,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,2,5,chunk-0053,
ragas_esg_06_01,IB_Sustainability_Report.pdf::chunk-0054,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,5,6,chunk-0054,
ragas_esg_06_01,Siemens_ESG.pdf::chunk-0726,0,hard_negative,Siemens_ESG.pdf,Siemens' ESG Report,Siemens,industrial_technology,,1,2,chunk-0726,
ragas_esg_06_02,18261.ar.en.2024.pdf::chunk-5099,3,direct_answer,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,4,5,chunk-5099,
ragas_esg_06_02,18261.ar.en.2024.pdf::chunk-5098,1,adjacent_section_context,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,1,4,chunk-5098,ACTIVITY REPORT 2024
ragas_esg_06_02,18261.ar.en.2024.pdf::chunk-5101,0,hard_negative,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,8,10,chunk-5101,
ragas_esg_06_02,18261.ar.en.2024.pdf::chunk-5102,0,hard_negative,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,10,12,chunk-5102,
ragas_esg_06_02,IB_Sustainability_Report.pdf::chunk-0054,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,5,6,chunk-0054,
ragas_esg_06_02,IB_Sustainability_Report.pdf::chunk-0059,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,12,13,chunk-0059,
ragas_esg_06_02,Siemens_ESG.pdf::chunk-0726,0,hard_negative,Siemens_ESG.pdf,Siemens' ESG Report,Siemens,industrial_technology,,1,2,chunk-0726,
ragas_esg_06_03,18261.ar.en.2024.pdf::chunk-5098,3,direct_answer,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,1,4,chunk-5098,ACTIVITY REPORT 2024
ragas_esg_06_03,18261.ar.en.2024.pdf::chunk-5099,1,adjacent_section_context,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,4,5,chunk-5099,
ragas_esg_06_03,18261.ar.en.2024.pdf::chunk-5101,0,hard_negative,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,8,10,chunk-5101,
ragas_esg_06_03,18261.ar.en.2024.pdf::chunk-5102,0,hard_negative,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,10,12,chunk-5102,
ragas_esg_06_03,IB_Sustainability_Report.pdf::chunk-0054,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,5,6,chunk-0054,
ragas_esg_06_03,IB_Sustainability_Report.pdf::chunk-0059,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,12,13,chunk-0059,
ragas_esg_06_03,Siemens_ESG.pdf::chunk-0726,0,hard_negative,Siemens_ESG.pdf,Siemens' ESG Report,Siemens,industrial_technology,,1,2,chunk-0726,
ragas_esg_06_04,18261.ar.en.2024.pdf::chunk-5100,3,direct_answer,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,5,8,chunk-5100,"A SUSTAINABLE, ARTISANAL BUSINESS MODEL"
ragas_esg_06_04,18261.ar.en.2024.pdf::chunk-5099,1,adjacent_section_context,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,4,5,chunk-5099,
ragas_esg_06_04,18261.ar.en.2024.pdf::chunk-5102,0,hard_negative,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,10,12,chunk-5102,
ragas_esg_06_04,18261.ar.en.2024.pdf::chunk-5103,0,hard_negative,18261.ar.en.2024.pdf,18261 AR's 2024 Report,Hermès,luxury_goods,2024,12,13,chunk-5103,
ragas_esg_06_04,IB_Sustainability_Report.pdf::chunk-0054,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,5,6,chunk-0054,
ragas_esg_06_04,IB_Sustainability_Report.pdf::chunk-0059,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,12,13,chunk-0059,
ragas_esg_06_04,Siemens_ESG.pdf::chunk-0726,0,hard_negative,Siemens_ESG.pdf,Siemens' ESG Report,Siemens,industrial_technology,,1,2,chunk-0726,
ragas_esg_07_01,IB_Sustainability_Report.pdf::chunk-0093,3,direct_answer,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,48,49,chunk-0093,
ragas_esg_07_01,IB_Sustainability_Report.pdf::chunk-0092,1,adjacent_section_context,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,47,48,chunk-0092,
ragas_esg_07_01,IB_Sustainability_Report.pdf::chunk-0053,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,2,5,chunk-0053,
ragas_esg_07_01,IB_Sustainability_Report.pdf::chunk-0054,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,5,6,chunk-0054,
ragas_esg_07_01,2011_sustainability_report_73deaa4c.pdf::chunk-16601,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,1,7,chunk-16601,C E R T I F I E D B Y T H E C R F I N S T I T U T E
ragas_esg_07_01,2011_sustainability_report_73deaa4c.pdf::chunk-16602,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,6,9,chunk-16602,3.5.1 Listening and discussing 122
ragas_esg_07_01,2019_framework_disclosure_c403a763.pdf::chunk-19206,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,1,4,chunk-19206,WE EMPOWER SUSTAINABLE PROGRESS. OPEN POWER FOR A BRIGHTER FUTURE. GREEN BOND REPORT 2019
ragas_esg_07_02,IB_Sustainability_Report.pdf::chunk-0079,3,direct_answer,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,33,34,chunk-0079,
ragas_esg_07_02,IB_Sustainability_Report.pdf::chunk-0078,1,adjacent_section_context,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,32,33,chunk-0078,
ragas_esg_07_02,IB_Sustainability_Report.pdf::chunk-0053,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,2,5,chunk-0053,
ragas_esg_07_02,IB_Sustainability_Report.pdf::chunk-0054,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,5,6,chunk-0054,
ragas_esg_07_02,2011_sustainability_report_73deaa4c.pdf::chunk-16601,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,1,7,chunk-16601,C E R T I F I E D B Y T H E C R F I N S T I T U T E
ragas_esg_07_02,2011_sustainability_report_73deaa4c.pdf::chunk-16602,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,6,9,chunk-16602,3.5.1 Listening and discussing 122
ragas_esg_07_02,2019_framework_disclosure_c403a763.pdf::chunk-19206,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,1,4,chunk-19206,WE EMPOWER SUSTAINABLE PROGRESS. OPEN POWER FOR A BRIGHTER FUTURE. GREEN BOND REPORT 2019
ragas_esg_07_03,IB_Sustainability_Report.pdf::chunk-0107,3,direct_answer,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,63,64,chunk-0107,
ragas_esg_07_03,IB_Sustainability_Report.pdf::chunk-0106,1,adjacent_section_context,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,62,63,chunk-0106,
ragas_esg_07_03,IB_Sustainability_Report.pdf::chunk-0053,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,2,5,chunk-0053,
ragas_esg_07_03,IB_Sustainability_Report.pdf::chunk-0054,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,5,6,chunk-0054,
ragas_esg_07_03,2011_sustainability_report_73deaa4c.pdf::chunk-16601,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,1,7,chunk-16601,C E R T I F I E D B Y T H E C R F I N S T I T U T E
ragas_esg_07_03,2011_sustainability_report_73deaa4c.pdf::chunk-16602,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,6,9,chunk-16602,3.5.1 Listening and discussing 122
ragas_esg_07_03,2019_framework_disclosure_c403a763.pdf::chunk-19206,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,1,4,chunk-19206,WE EMPOWER SUSTAINABLE PROGRESS. OPEN POWER FOR A BRIGHTER FUTURE. GREEN BOND REPORT 2019
ragas_esg_07_04,IB_Sustainability_Report.pdf::chunk-0163,3,direct_answer,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,120,121,chunk-0163,
ragas_esg_07_04,IB_Sustainability_Report.pdf::chunk-0162,1,adjacent_section_context,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,119,120,chunk-0162,
ragas_esg_07_04,IB_Sustainability_Report.pdf::chunk-0053,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,2,5,chunk-0053,
ragas_esg_07_04,IB_Sustainability_Report.pdf::chunk-0054,0,hard_negative,IB_Sustainability_Report.pdf,IB's Sustainability Report,Iberdrola,utilities_power,,5,6,chunk-0054,
ragas_esg_07_04,2011_sustainability_report_73deaa4c.pdf::chunk-16601,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,1,7,chunk-16601,C E R T I F I E D B Y T H E C R F I N S T I T U T E
ragas_esg_07_04,2011_sustainability_report_73deaa4c.pdf::chunk-16602,0,hard_negative,2011_sustainability_report_73deaa4c.pdf,73deaa4c's 2011 Sustainability Report,Enel,utilities_power,2011,6,9,chunk-16602,3.5.1 Listening and discussing 122
ragas_esg_07_04,2019_framework_disclosure_c403a763.pdf::chunk-19206,0,hard_negative,2019_framework_disclosure_c403a763.pdf,Framework Disclosure C403a763's 2019 Report,Enel,utilities_power,2019,1,4,chunk-19206,WE EMPOWER SUSTAINABLE PROGRESS. OPEN POWER FOR A BRIGHTER FUTURE. GREEN BOND REPORT 2019
ragas_esg_08_01,426.ar.en.2024.pdf::chunk-5120,3,direct_answer,426.ar.en.2024.pdf,426 AR's 2024 Report,L'Oréal,consumer_beauty,2024,15,17,chunk-5120,
ragas_esg_08_01,426.ar.en.2024.pdf::chunk-5119,1,adjacent_section_context,426.ar.en.2024.pdf,426 AR's 2024 Report,L'Oréal,consumer_beauty,2024,14,15,chunk-5119,
ragas_esg_08_01,426.ar.en.2024.pdf::chunk-5107,0,hard_negative,426.ar.en.2024.pdf,426 AR's 2024 Report,L'Oréal,consumer_beauty,2024,1,2,chunk-5107,
